Test Case Name,Build ID,Flaky Frequency,Traceback Coverage,Test Smells,Previous State,Test Size,Flaky or Not
test_matcher_schema_token_attributes,586718063,0.38,0,1,0,6,1
test_serialize_custom_tokenizer,586718063,0.38,0,0,0,5,1
test_serialize_parser_roundtrip_disk,586718063,0.38,0,0,0,11,1
test_serialize_tensorizer_roundtrip_disk,586718063,0.38,0,0,0,9,1
test_serialize_tagger_roundtrip_disk,586718063,0.38,0,0,0,9,1
test_vocab_lexeme_add_flag_provided_id,586718063,0.38,0,0,0,6,1
test_ents_reset,586718063,0.38,0,0,0,8,1
test_tokenizer_handles_single_word,504372910,0.38,0,0,1,2,1
test_doc_add_entities_set_ents_iob,504372910,0.38,0,0,1,10,1
test_doc_array_to_from_string_attrs,504372910,0.3,0,0,1,6,0
test_vocab_lexeme_add_flag_auto_id,504372910,0.38,0,0,1,7,1
test_underscore_raises_for_dup,504372910,0.38,0,0,1,3,1
test_vocab_lexeme_add_flag_provided_id,504372910,0.38,0,0,1,6,1
test_serialize_tensorizer_roundtrip_bytes,504372910,0.38,0,0,1,5,1
test_serialize_parser_roundtrip_disk,504372910,0.38,0,0,1,9,1
test_serialize_parser_roundtrip_bytes,504372910,0.38,0,0,1,6,0
test_serialize_tagger_roundtrip_disk,504372910,0.38,0,0,1,9,1
test_to_from_bytes,504372910,0.38,0,0,1,7,1
test_serialize_tensorizer_roundtrip_disk,504372910,0.38,0,0,1,7,0
test_serialize_custom_tokenizer,504372910,0.38,0,0,1,5,1
test_matcher_schema_token_attributes,603638267,0.38,0,1,2,6,1
test_ascii_filenames,603638267,0.38,0,0,2,6,0
test_underscore_raises_for_dup,603638267,0.38,0,0,2,3,1
test_align,603638267,0.31,1,0,2,5,0
test_tokenizer_handles_single_word,603638267,0.38,0,0,2,2,1
test_ents_reset,603638267,0.38,0,0,2,8,1
test_doc_add_entities_set_ents_iob,603638267,0.38,0,0,2,11,1
test_vocab_lexeme_add_flag_auto_id,603638267,0.38,0,0,2,7,1
test_vocab_lexeme_add_flag_provided_id,603638267,0.38,0,0,2,6,1
test_serialize_parser_roundtrip_disk,603638267,0.38,0,0,2,11,1
test_serialize_tagger_roundtrip_disk,603638267,0.38,0,0,2,9,1
test_serialize_tensorizer_roundtrip_disk,603638267,0.38,0,0,2,9,0
test_serialize_custom_tokenizer,603638267,0.38,0,0,2,5,1
test_issue3009,509425029,0.43,0,0,2,4,0
test_tokenizer_handles_single_word,509425029,0.38,0,0,2,2,1
test_underscore_raises_for_dup,509425029,0.38,0,0,2,3,1
test_vocab_lexeme_add_flag_provided_id,509425029,0.38,0,0,2,6,1
test_vocab_lexeme_add_flag_auto_id,509425029,0.38,0,0,2,7,1
test_doc_add_entities_set_ents_iob,509425029,0.38,0,0,2,10,1
test_serialize_tensorizer_roundtrip_bytes,509425029,0.38,0,0,2,5,1
test_serialize_parser_roundtrip_bytes,509425029,0.38,0,0,2,6,0
test_serialize_tensorizer_roundtrip_disk,509425029,0.38,0,0,2,7,0
test_serialize_tagger_roundtrip_disk,509425029,0.38,0,0,2,9,1
test_serialize_pipe_exclude,509425029,0.38,0,0,2,17,1
test_serialize_parser_roundtrip_disk,509425029,0.38,0,0,2,11,1
test_to_from_bytes,509425029,0.38,0,0,2,7,1
test_serialize_custom_tokenizer,509425029,0.38,0,0,2,5,1
test_doc_retokenize_spans_entity_merge,576528875,0.27,0,0,1,18,0
test_vocab_lexeme_add_flag_auto_id,576528875,0.38,0,0,1,7,1
test_serialize_tagger_roundtrip_disk,576528875,0.38,0,0,1,9,1
test_serialize_parser_roundtrip_bytes,576528875,0.38,0,0,1,6,0
test_to_from_bytes,576528875,0.38,0,0,1,7,1
test_serialize_pipe_exclude,576528875,0.38,0,0,1,17,1
test_serialize_parser_roundtrip_disk,576528875,0.38,0,0,1,11,1
test_serialize_tensorizer_roundtrip_bytes,576528875,0.38,0,0,1,5,1
test_serialize_tensorizer_roundtrip_disk,576528875,0.38,0,0,1,7,0
test_doc_add_entities_set_ents_iob,576528875,0.38,0,0,1,11,1
test_displacy_parse_deps,576528875,0.33,0,0,1,20,0
test_serialize_custom_tokenizer,576528875,0.38,0,0,1,5,1
test_issue3009,576528875,0.39,0,0,1,26,0
test_underscore_raises_for_dup,576528875,0.38,0,0,1,3,1
test_vocab_lexeme_add_flag_provided_id,576528875,0.38,0,0,1,6,1
test_tokenizer_handles_single_word,576528875,0.38,0,0,1,2,1
test_tokenizer_handles_single_word,576542221,0.38,0,0,1,2,1
test_underscore_raises_for_dup,576542221,0.38,0,0,1,3,1
test_vocab_lexeme_add_flag_auto_id,576542221,0.38,0,0,1,7,1
test_doc_add_entities_set_ents_iob,576542221,0.38,0,0,1,10,1
test_displacy_parse_deps,576542221,0.27,1,0,1,20,0
test_vocab_lexeme_add_flag_provided_id,576542221,0.38,0,0,1,6,1
test_serialize_custom_tokenizer,576542221,0.38,0,0,1,5,1
test_serialize_tensorizer_roundtrip_bytes,576542221,0.38,0,0,1,5,1
test_to_from_bytes,576542221,0.38,0,0,1,7,1
test_serialize_parser_roundtrip_disk,576542221,0.38,0,0,1,11,1
test_serialize_tensorizer_roundtrip_disk,576542221,0.38,0,0,1,7,0
test_serialize_parser_roundtrip_bytes,576542221,0.38,0,0,1,6,0
test_serialize_pipe_exclude,576542221,0.38,0,0,1,17,1
test_serialize_tagger_roundtrip_disk,576542221,0.38,0,0,1,9,1
test_tokenizer_handles_single_word,579648420,0.38,0,0,1,2,1
test_serialize_tensorizer_roundtrip_bytes,579648420,0.38,0,0,1,5,1
test_underscore_raises_for_dup,579648420,0.38,0,0,1,3,1
test_issue4054,579648420,0.49,0,0,1,18,0
test_vocab_lexeme_add_flag_provided_id,579648420,0.38,0,0,1,6,1
test_vocab_lexeme_add_flag_auto_id,579648420,0.38,0,0,1,7,1
test_doc_add_entities_set_ents_iob,579648420,0.38,0,0,1,11,1
test_serialize_tagger_roundtrip_disk,579648420,0.38,0,0,1,9,1
test_to_from_bytes,579648420,0.38,0,0,1,7,1
test_serialize_parser_roundtrip_bytes,579648420,0.38,0,0,1,6,0
test_serialize_pipe_exclude,579648420,0.38,0,0,1,17,1
test_serialize_parser_roundtrip_disk,579648420,0.38,0,0,1,11,1
test_serialize_tensorizer_roundtrip_disk,579648420,0.38,0,0,1,7,0
test_serialize_custom_tokenizer,579648420,0.38,0,0,1,5,1
test_issue1727,577904584,0.57,1,0,0,13,0
test_issue3209,577904584,0.26,1,0,0,15,0
test_issue3289,577904584,0.38,1,0,0,8,0
test_vocab_lexeme_add_flag_auto_id,577904584,0.38,0,0,0,7,1
test_vocab_lexeme_add_flag_provided_id,577904584,0.38,0,0,0,6,1
test_serialize_custom_tokenizer,577904584,0.38,1,0,0,5,0
test_serialize_language_meta_disk,577904584,0.49,1,0,0,5,0
test_serialize_language_exclude,577904584,0.38,1,0,0,13,0
test_issue4133,577904584,0.38,1,0,0,17,0
test_add_label_deserializes_correctly,577904584,0.38,1,0,0,9,0
test_doc_add_entities_set_ents_iob,577904584,0.38,0,0,0,11,1
test_issue2482,577904584,0.6,1,0,0,5,0
test_issue2179,577904584,0.22,1,0,0,11,0
test_entity_ruler_in_pipeline_from_issue,577904584,0.38,1,0,0,13,0
test_serialize_tensorizer_roundtrip_disk,577904584,0.49,1,0,0,7,0
test_serialize_parser_roundtrip_disk,577904584,0.65,1,0,0,11,0
test_serialize_tagger_roundtrip_disk,577904584,0.49,1,0,0,9,0
test_serialize_parser_roundtrip_bytes,577904584,0.65,1,0,0,6,0
test_serialize_pipe_exclude,577904584,0.38,1,0,0,17,0
test_serialize_tensorizer_roundtrip_bytes,577904584,0.49,1,0,0,5,0
test_to_from_bytes,577904584,0.6,1,0,0,7,0
test_tokenizer_handles_single_word,577904584,0.38,0,0,0,2,1
test_underscore_raises_for_dup,577904584,0.38,0,0,0,3,1
test_issue4054,577904584,0.38,1,0,0,18,0
test_serialize_vocab_roundtrip_bytes,577904584,0.38,1,0,0,14,0
test_deserialize_vocab_seen_entries,577904584,0.38,1,0,0,5,0
test_serialize_vocab_roundtrip_disk,577904584,0.49,1,0,0,15,0
test_serialize_vocab,577904584,0.38,1,0,0,4,0
test_serialize_vocab_lex_attrs_bytes,577904584,0.38,1,0,0,7,0
test_serialize_vocab_lex_attrs_disk,577904584,0.49,1,0,0,10,0
test_vocab_lexeme_add_flag_provided_id,492751758,0.38,0,0,0,6,1
test_to_from_bytes,492751758,0.38,0,0,0,7,1
test_serialize_tensorizer_roundtrip_bytes,492751758,0.38,0,0,0,5,1
test_serialize_tagger_roundtrip_disk,492751758,0.38,0,0,0,9,1
test_serialize_parser_roundtrip_bytes,492751758,0.38,0,0,0,6,1
test_serialize_parser_roundtrip_disk,492751758,0.38,0,0,0,9,1
test_serialize_tensorizer_roundtrip_disk,492751758,0.38,0,0,0,7,1
test_underscore_raises_for_dup,492751758,0.38,0,0,0,3,1
test_doc_add_entities_set_ents_iob,492751758,0.38,0,0,0,11,1
test_displacy_spans,492751758,0.38,0,0,0,5,1
test_issue1971,492751758,0.38,1,0,0,15,0
test_tokenizer_handles_single_word,492751758,0.38,0,0,0,2,1
test_vocab_lexeme_add_flag_auto_id,492751758,0.38,0,0,0,7,1
test_serialize_custom_tokenizer,492751758,0.38,0,0,0,5,1
test_pickle_vocab,461278242,0.38,0,0,1,15,0
test_underscore_raises_for_dup,461278242,0.38,0,0,1,3,1
test_vocab_lexeme_add_flag_auto_id,461278242,0.38,0,0,1,7,1
test_doc_add_entities_set_ents_iob,461278242,0.29,0,0,1,11,1
test_to_from_bytes,461278242,0.38,0,0,1,7,1
test_serialize_parser_roundtrip_bytes,461278242,0.31,0,0,1,6,0
test_serialize_tensorizer_roundtrip_bytes,461278242,0.31,0,0,1,5,1
test_serialize_tagger_roundtrip_disk,461278242,0.38,0,0,1,9,1
test_serialize_parser_roundtrip_disk,461278242,0.31,0,0,1,9,1
test_serialize_tensorizer_roundtrip_disk,461278242,0.31,0,0,1,7,0
test_serialize_custom_tokenizer,461278242,0.38,0,0,1,5,1
test_vocab_lexeme_add_flag_provided_id,461278242,0.38,0,0,1,6,1
test_tokenizer_handles_single_word,461278242,0.38,0,0,1,2,1
test_vocab_lexeme_add_flag_auto_id,712904884,0.38,0,0,1,7,1
test_issue5838,712904884,0.19,0,0,1,8,0
test_matcher_schema_token_attributes,712904884,0.38,0,1,1,6,1
test_tokenizer_handles_single_word,712904884,0.38,0,0,1,2,1
test_doc_retokenize_spans_entity_merge_iob,712904884,0.38,0,2,1,82,1
test_doc_retokenize_merge_extension_attrs,712904884,0.38,0,0,1,19,1
test_doc_retokenizer_merge_lex_attrs,712904884,0.38,0,0,1,23,1
test_retokenize_skip_duplicates,712904884,0.38,0,0,1,8,1
test_issue3288,712904884,0.38,0,0,1,8,1
test_matcher_from_usage_docs,712904884,0.38,0,0,1,18,1
test_pickle_vocab,689833476,0.22,0,0,1,5,0
test_matcher_schema_token_attributes,689833476,0.38,0,1,1,6,1
test_issue5152,689833476,0.07,0,0,1,13,0
test_vectors_serialize,689833476,0.07,0,0,1,25,0
test_issue5458,689833476,0.13,0,0,1,12,0
test_issue3288,689833476,0.38,0,0,1,8,1
test_tokenizer_handles_single_word,689833476,0.38,0,0,1,2,1
test_matcher_from_usage_docs,689833476,0.38,0,0,1,18,1
test_retokenize_skip_duplicates,689833476,0.38,0,0,1,8,1
test_doc_retokenizer_merge_lex_attrs,689833476,0.38,0,0,1,23,1
test_doc_retokenize_merge_extension_attrs,689833476,0.38,0,0,1,19,1
test_doc_retokenize_spans_entity_merge_iob,689833476,0.38,0,2,1,82,1
test_vocab_lexeme_add_flag_auto_id,689833476,0.38,0,0,1,7,1
test_tokenizer_handles_single_word,587536678,0.38,0,0,0,2,1
test_underscore_raises_for_dup,587536678,0.38,0,0,0,3,1
test_vocab_lexeme_add_flag_auto_id,587536678,0.38,0,0,0,7,1
test_matcher_schema_token_attributes,587536678,0.38,0,1,0,6,1
test_doc_add_entities_set_ents_iob,587536678,0.36,1,0,0,10,1
test_ents_reset,587536678,0.38,0,0,0,8,1
test_vocab_lexeme_add_flag_provided_id,587536678,0.38,0,0,0,6,1
test_serialize_parser_roundtrip_disk,587536678,0.38,0,0,0,11,1
test_serialize_tagger_roundtrip_disk,587536678,0.38,0,0,0,9,1
test_serialize_tensorizer_roundtrip_disk,587536678,0.38,0,0,0,9,1
test_serialize_custom_tokenizer,587536678,0.38,0,0,0,5,1
test_vocab_lexeme_add_flag_auto_id,713176906,0.38,0,0,1,7,1
test_issue5838,713176906,0.16,0,0,1,8,0
test_matcher_schema_token_attributes,713176906,0.38,0,1,1,6,1
test_tokenizer_handles_single_word,713176906,0.38,0,0,1,2,1
test_doc_retokenize_spans_entity_merge_iob,713176906,0.38,0,2,1,82,1
test_doc_retokenize_merge_extension_attrs,713176906,0.38,0,0,1,19,1
test_doc_retokenizer_merge_lex_attrs,713176906,0.38,0,0,1,23,1
test_retokenize_skip_duplicates,713176906,0.38,0,0,1,8,1
test_issue3288,713176906,0.38,0,0,1,8,1
test_matcher_from_usage_docs,713176906,0.38,0,0,1,18,1
test_tokenizer_handles_single_word,635829523,0.38,0,0,0,2,1
test_las_per_type,635829523,0.38,1,0,0,41,0
test_ner_per_type,635829523,0.6,1,0,0,46,0
test_en_customized_tokenizer_handles_rules_property,635829523,0.38,1,0,0,26,0
test_language_evaluate,635829523,0.6,1,0,0,15,0
test_evaluate_no_pipe,635829523,0.38,1,0,0,9,0
test_vocab_lexeme_add_flag_provided_id,635829523,0.38,0,0,0,6,1
test_underscore_raises_for_dup,635829523,0.38,0,0,0,3,1
test_serialize_parser_roundtrip_disk,635829523,0.38,0,0,0,11,1
test_serialize_sentencerecognizer,635829523,0.38,0,0,0,4,1
test_serialize_tensorizer_roundtrip_disk,635829523,0.38,0,0,0,9,1
test_serialize_tagger_roundtrip_disk,635829523,0.38,0,0,0,9,1
test_doc_add_entities_set_ents_iob,635829523,0.38,0,0,0,11,1
test_ents_reset,635829523,0.38,0,0,0,8,1
test_matcher_schema_token_attributes,635829523,0.38,0,1,0,6,1
test_vocab_lexeme_add_flag_auto_id,635829523,0.38,0,0,0,7,1
test_serialize_custom_tokenizer,635829523,0.38,0,0,0,5,1
test_pickle_vocab,473104451,0.38,0,0,1,15,0
test_underscore_raises_for_dup,473104451,0.38,0,0,1,3,1
test_vocab_lexeme_add_flag_auto_id,473104451,0.38,0,0,1,7,1
test_doc_add_entities_set_ents_iob,473104451,0.38,0,0,1,11,1
test_to_from_bytes,473104451,0.38,0,0,1,7,1
test_serialize_parser_roundtrip_bytes,473104451,0.38,0,0,1,6,0
test_serialize_tensorizer_roundtrip_bytes,473104451,0.38,0,0,1,5,1
test_serialize_tagger_roundtrip_disk,473104451,0.38,0,0,1,9,1
test_serialize_parser_roundtrip_disk,473104451,0.38,0,0,1,9,1
test_serialize_tensorizer_roundtrip_disk,473104451,0.38,0,0,1,7,0
test_serialize_custom_tokenizer,473104451,0.38,0,0,1,5,1
test_vocab_lexeme_add_flag_provided_id,473104451,0.38,0,0,1,6,1
test_tokenizer_handles_single_word,473104451,0.38,0,0,1,2,1
test_underscore_raises_for_dup,473104451,0.38,0,0,1,3,1
test_vocab_lexeme_add_flag_auto_id,473104451,0.38,0,0,1,7,1
test_doc_add_entities_set_ents_iob,473104451,0.38,0,0,1,11,1
test_doc_array_to_from_string_attrs,504374934,0.3,0,0,1,6,0
test_vocab_lexeme_add_flag_auto_id,504374934,0.38,0,0,1,7,1
test_underscore_raises_for_dup,504374934,0.38,0,0,1,3,1
test_vocab_lexeme_add_flag_provided_id,504374934,0.38,0,0,1,6,1
test_serialize_tensorizer_roundtrip_bytes,504374934,0.38,0,0,1,5,1
test_serialize_parser_roundtrip_disk,504374934,0.38,0,0,1,9,1
test_serialize_parser_roundtrip_bytes,504374934,0.38,0,0,1,6,0
test_serialize_tagger_roundtrip_disk,504374934,0.38,0,0,1,9,1
test_to_from_bytes,504374934,0.38,0,0,1,7,1
test_serialize_tensorizer_roundtrip_disk,504374934,0.38,0,0,1,7,0
test_serialize_custom_tokenizer,504374934,0.38,0,0,1,5,1
test_matcher_schema_token_attributes,603455234,0.38,0,1,2,6,1
test_ascii_filenames,603455234,0.38,0,0,2,6,0
test_underscore_raises_for_dup,603455234,0.38,0,0,2,3,1
test_align,603455234,0.38,1,0,2,5,0
test_tokenizer_handles_single_word,603455234,0.38,0,0,2,2,1
test_ents_reset,603455234,0.38,0,0,2,8,1
test_doc_add_entities_set_ents_iob,603455234,0.38,0,0,2,11,1
test_vocab_lexeme_add_flag_auto_id,603455234,0.38,0,0,2,7,1
test_vocab_lexeme_add_flag_provided_id,603455234,0.38,0,0,2,6,1
test_serialize_parser_roundtrip_disk,603455234,0.38,0,0,2,11,1
test_serialize_tagger_roundtrip_disk,603455234,0.38,0,0,2,9,1
test_serialize_tensorizer_roundtrip_disk,603455234,0.38,0,0,2,9,0
test_serialize_custom_tokenizer,603455234,0.38,0,0,2,5,1
test_issue3009,509899864,0.57,0,0,2,4,0
test_tokenizer_handles_single_word,509899864,0.38,0,0,2,2,1
test_underscore_raises_for_dup,509899864,0.38,0,0,2,3,1
test_vocab_lexeme_add_flag_provided_id,509899864,0.38,0,0,2,6,1
test_vocab_lexeme_add_flag_auto_id,509899864,0.38,0,0,2,7,1
test_doc_add_entities_set_ents_iob,509899864,0.38,0,0,2,10,1
test_serialize_tensorizer_roundtrip_bytes,509899864,0.38,0,0,2,5,1
test_serialize_parser_roundtrip_bytes,509899864,0.38,0,0,2,6,0
test_serialize_tensorizer_roundtrip_disk,509899864,0.38,0,0,2,7,0
test_serialize_tagger_roundtrip_disk,509899864,0.38,0,0,2,9,1
test_serialize_pipe_exclude,509899864,0.38,0,0,2,17,1
test_serialize_parser_roundtrip_disk,509899864,0.38,0,0,2,11,1
test_to_from_bytes,509899864,0.38,0,0,2,7,1
test_serialize_custom_tokenizer,509899864,0.38,0,0,2,5,1
test_doc_retokenize_spans_entity_merge,576430627,0.28,0,0,1,18,0
test_vocab_lexeme_add_flag_auto_id,576430627,0.38,0,0,1,7,1
test_serialize_tagger_roundtrip_disk,576430627,0.38,0,0,1,9,1
test_serialize_parser_roundtrip_bytes,576430627,0.38,0,0,1,6,0
test_to_from_bytes,576430627,0.38,0,0,1,7,1
test_serialize_pipe_exclude,576430627,0.38,0,0,1,17,1
test_serialize_parser_roundtrip_disk,576430627,0.38,0,0,1,11,1
test_serialize_tensorizer_roundtrip_bytes,576430627,0.38,0,0,1,5,1
test_serialize_tensorizer_roundtrip_disk,576430627,0.38,0,0,1,7,0
test_doc_add_entities_set_ents_iob,576430627,0.38,0,0,1,11,1
test_displacy_parse_deps,576430627,0.34,0,0,1,20,0
test_serialize_custom_tokenizer,576430627,0.38,0,0,1,5,1
test_issue3009,576430627,0.39,0,0,1,26,0
test_underscore_raises_for_dup,576430627,0.38,0,0,1,3,1
test_vocab_lexeme_add_flag_provided_id,576430627,0.38,0,0,1,6,1
test_tokenizer_handles_single_word,576430627,0.38,0,0,1,2,1
test_tokenizer_handles_single_word,567273975,0.38,0,0,1,2,1
test_underscore_raises_for_dup,567273975,0.38,0,0,1,3,1
test_vocab_lexeme_add_flag_auto_id,567273975,0.38,0,0,1,7,1
test_doc_add_entities_set_ents_iob,567273975,0.38,0,0,1,10,1
test_displacy_parse_deps,567273975,0.38,1,0,1,20,0
test_vocab_lexeme_add_flag_provided_id,567273975,0.38,0,0,1,6,1
test_serialize_custom_tokenizer,567273975,0.38,0,0,1,5,1
test_serialize_tensorizer_roundtrip_bytes,567273975,0.38,0,0,1,5,1
test_to_from_bytes,567273975,0.38,0,0,1,7,1
test_serialize_parser_roundtrip_disk,567273975,0.38,0,0,1,11,1
test_serialize_tensorizer_roundtrip_disk,567273975,0.38,0,0,1,7,0
test_serialize_parser_roundtrip_bytes,567273975,0.38,0,0,1,6,0
test_serialize_pipe_exclude,567273975,0.38,0,0,1,17,1
test_serialize_tagger_roundtrip_disk,567273975,0.38,0,0,1,9,1
test_tokenizer_handles_single_word,582337222,0.38,0,0,1,2,1
test_serialize_tensorizer_roundtrip_bytes,582337222,0.38,0,0,1,5,1
test_underscore_raises_for_dup,582337222,0.38,0,0,1,3,1
test_issue4054,582337222,0.49,0,0,1,18,0
test_vocab_lexeme_add_flag_provided_id,582337222,0.38,0,0,1,6,1
test_vocab_lexeme_add_flag_auto_id,582337222,0.38,0,0,1,7,1
test_doc_add_entities_set_ents_iob,582337222,0.38,0,0,1,11,1
test_serialize_tagger_roundtrip_disk,582337222,0.38,0,0,1,9,1
test_to_from_bytes,582337222,0.38,0,0,1,7,1
test_serialize_parser_roundtrip_bytes,582337222,0.38,0,0,1,6,0
test_serialize_pipe_exclude,582337222,0.38,0,0,1,17,1
test_serialize_parser_roundtrip_disk,582337222,0.38,0,0,1,11,1
test_serialize_tensorizer_roundtrip_disk,582337222,0.38,0,0,1,7,0
test_serialize_custom_tokenizer,582337222,0.38,0,0,1,5,1
test_list_field_mapping,635056351,0.40,0,0,3,36,1
test_hyperlinked_related_queryset_value_error,679331091,0.50,0,0,2,1,0
test_hyperlinked_related_queryset_type_error,679331091,0.50,0,0,2,1,0
test_hyperlinked_related_lookup_exists,679331091,0.50,0,1,2,2,0
test_hyperlinked_related_lookup_does_not_exist,679331091,0.60,0,1,2,4,0
test_hyperlinked_related_lookup_url_encoded_exists,679331091,0.50,0,1,2,2,0
test_path_without_parameters,413943392,0.33,1,0,2,29,1
test_paths_construction,413943392,0.33,1,0,2,12,1
test_schema_construction,413943392,0.33,0,0,2,9,1
test_invalid_inputs,413943392,0.60,0,0,2,8,0
test_list_field_mapping,413943392,0.50,0,0,1,36,1
test_regular_fields,413943392,0.43,0,0,1,33,1
test_ignore_validation_for_null_fields,634027220,0.40,0,0,1,14,0
test_regular_fields,634027220,0.50,0,0,1,33,1
test_nullable_boolean_field_choices,634027220,0.33,1,0,1,16,0
test_field_options,634027220,0.44,0,0,1,17,1
test_ignore_validation_for_null_fields,634026292,0.50,0,0,1,14,0
test_regular_fields,634026292,0.60,0,0,1,33,1
test_field_options,634026292,0.50,0,0,1,17,1
test_coreapi,634026292,0.33,1,0,1,4,0
test_coreapi,531650564,0.38,0,0,1,4,0
test_coreapi,531646565,0.43,0,0,1,4,0
test_coreapi,531643795,0.50,0,0,1,4,0
test_schema_construction,511475527,0.13,0,0,1,9,1
test_paths_construction,511475527,0.13,1,0,1,12,0
test_path_without_parameters,511475527,0.15,0,0,1,29,0
test_path_with_id_parameter,511475527,0.29,0,0,1,35,0
test_coreapi,511475527,0.40,0,0,1,4,0
test_path_with_id_parameter,511442708,0.40,1,0,1,35,0
test_path_without_parameters,511442708,0.18,0,0,1,29,1
test_paths_construction,511442708,0.15,1,0,1,12,0
test_schema_construction,511442708,0.15,1,0,1,9,1
test_regular_fields,425699893,0.33,0,0,1,33,1
test_get_instance_view_filters_out_name_with_filter_backend,418188938,0.50,1,0,1,8,0
test_valid_inputs,415411688,0.33,0,0,1,6,0
test_paths_construction,414075282,0.09,1,0,1,12,0
test_schema_construction,414075282,0.09,1,0,1,9,1
test_paths_construction,414066853,0.11,1,0,1,12,0
test_path_without_parameters,414066853,0.11,1,0,1,29,1
test_schema_construction,414066853,0.11,1,0,1,9,1
test_path_without_parameters,413953104,0.20,0,0,1,29,1
test_paths_construction,413953104,0.20,0,0,1,12,0
test_schema_construction,413953104,0.20,0,0,1,9,1
test_404_not_found_for_invalid_page,741740854,0.71,0,0,0,6,1
test_invalid_page,741740854,0.60,1,0,0,3,0
test_last_page,741740854,0.60,0,4,0,22,1
test_404_not_found_for_invalid_page,741486154,0.67,0,0,0,6,1
test_invalid_page,741486154,0.50,1,0,0,3,0
test_last_page,741486154,0.50,0,4,0,22,1
test_last_page,741283586,0.33,0,4,0,22,1
test_404_not_found_for_invalid_page,741283586,0.60,0,0,0,6,1
test_404_not_found_for_zero_page,741283586,0.60,1,0,0,6,0
test_invalid_page,741283586,0.33,1,0,0,3,0
test_markdown,734801025,0.60,1,0,0,8,0
test_markdown,734692235,0.50,1,0,0,8,0
test_null_is_not_allowed_if_allow_null_is_not_set,734242446,0.50,0,0,0,10,1
test_empty_not_allowed_if_allow_empty_is_set_to_false,734242446,0.33,0,0,0,10,1
test_field_options,724607629,0.50,0,0,0,17,1
test_regular_fields,724607629,0.50,0,0,0,33,1
test_json_field,724607629,0.50,0,0,0,13,1
test_hyperlinked_relations,724607629,0.33,0,0,0,13,1
test_nested_hyperlinked_relations,724607629,0.33,0,0,0,22,1
test_nested_hyperlinked_relations_starred_source,724607629,0.33,0,0,0,27,1
test_nested_relations,724607629,0.33,0,0,0,22,1
test_nested_unique_together_relations,724607629,0.33,0,0,0,16,1
test_pk_relations,724607629,0.33,0,0,0,13,1
test_pk_reverse_foreign_key,724607629,0.33,0,0,0,11,1
test_pk_reverse_many_to_many,724607629,0.33,0,0,0,11,1
test_pk_reverse_one_to_one,724607629,0.33,0,0,0,11,1
test_pk_reverse_through,724607629,0.33,0,0,0,11,1
test_nonPK_foreignkey_model_serializer,724607629,0.33,0,0,0,26,1
test_allow_explict_override,724607629,0.33,0,0,0,16,1
test_ignore_read_only_fields,724607629,0.33,0,0,0,17,1
test_repr,724607629,0.33,0,0,0,7,1
test_repr_date_field_included,724607629,0.33,0,0,0,14,1
test_repr_date_field_not_included,724607629,0.33,0,0,0,14,1
test_list_field_mapping,724607629,0.62,0,0,0,36,1
test_authtoken_serializer,724607629,0.57,0,0,0,21,1
test_iter_options,724607629,0.33,0,0,0,23,1
test_ignore_excluded_fields,724607629,0.33,0,0,0,15,1
test_renders_default_schema_with_custom_title_url_and_description,724507176,0.53,0,1,0,8,1
test_renders_openapi_json_schema,724507176,0.50,1,0,0,6,0
test_writes_schema_to_file_on_parameter,724507176,0.55,1,0,0,12,0
test_operation_id_viewset,724507176,0.57,0,0,0,13,1
test_component_should_not_be_generated_for_delete_method,724507176,0.56,1,0,0,9,0
test_mount_url_prefixed_to_paths,724507176,0.53,0,1,0,9,1
test_paths_construction,724507176,0.33,1,0,0,12,0
test_prefixed_paths_construction,724507176,0.50,1,0,0,10,0
test_schema_construction,724507176,0.32,0,0,0,9,1
test_schema_information,724507176,0.46,1,0,0,10,0
test_schema_information_empty,724507176,0.55,1,0,0,9,0
test_renders_default_schema_with_custom_title_url_and_description,724308084,0.50,0,1,0,8,1
test_renders_openapi_json_schema,724308084,0.47,0,0,0,6,1
test_writes_schema_to_file_on_parameter,724308084,0.50,1,0,0,12,0
test_operation_id_viewset,724308084,0.50,0,0,0,13,1
test_path_with_id_parameter,724308084,0.47,0,0,0,35,1
test_path_without_parameters,724308084,0.40,0,0,0,29,0
test_component_should_not_be_generated_for_delete_method,724308084,0.50,1,0,0,9,0
test_mount_url_prefixed_to_paths,724308084,0.50,0,1,0,9,1
test_paths_construction,724308084,0.31,0,0,0,12,1
test_prefixed_paths_construction,724308084,0.47,1,0,0,10,0
test_schema_construction,724308084,0.30,0,0,0,9,1
test_schema_information,724308084,0.42,1,0,0,10,0
test_schema_information_empty,724308084,0.50,1,0,0,9,0
test_renders_default_schema_with_custom_title_url_and_description,724169598,0.54,0,1,0,8,1
test_renders_openapi_json_schema,724169598,0.50,0,0,0,6,1
test_writes_schema_to_file_on_parameter,724169598,0.56,1,0,0,12,0
test_operation_id_viewset,724169598,0.60,0,0,0,13,1
test_path_with_id_parameter,724169598,0.50,0,0,0,35,1
test_path_without_parameters,724169598,0.41,0,0,0,29,0
test_component_should_not_be_generated_for_delete_method,724169598,0.57,1,0,0,9,0
test_mount_url_prefixed_to_paths,724169598,0.53,0,1,0,9,1
test_paths_construction,724169598,0.32,1,0,0,12,0
test_prefixed_paths_construction,724169598,0.50,1,0,0,10,0
