Build ID,Test Method,Flaky or Not,Detection Method,Number of Test Smells,Flaky Frequency,Size,Path
689730947,test_issue3410,flaky,Multi-Factor,0,0.22,12,spaCy/spacy/tests/regression/test_issue3001-3500.py
689730947,test_issue3456,flaky,Multi-Factor,0,0.30,5,spaCy/spacy/tests/regression/test_issue3001-3500.py
689730947,test_issue4348,flaky,Multi-Factor,1,0.30,12,spaCy/spacy/tests/regression/test_issue4348.py
689730947,test_issue4674,flaky,Multi-Factor,0,0.14,22,spaCy/spacy/tests/regression/test_issue4674.py
689730947,test_issue4903,flaky,Multi-Factor,0,0.18,10,spaCy/spacy/tests/regression/test_issue4903.py
689730947,test_serialize_doc_exclude,flaky,Multi-Factor,0,0.14,12,spaCy/spacy/tests/serialize/test_serialize_doc.py
689730947,test_pickle_vocab,flaky,Multi-Factor,0,0.36,5,spaCy/spacy/tests/serialize/test_serialize_vocab_strings.py
689730947,test_tokenizer_explain,flaky,Multi-Factor,0,0.14,6,spaCy/spacy/tests/tokenizer/test_explain.py
689730947,test_vectors_similarity_TD,flaky,Multi-Factor,0,0.14,4,spaCy/spacy/tests/vocab_vectors/test_similarity.py
689730947,test_vectors_similarity_TS,flaky,Multi-Factor,0,0.14,4,spaCy/spacy/tests/vocab_vectors/test_similarity.py
689730947,test_stringstore_retrieve_id,flaky,Multi-Factor,0,0.14,5,spaCy/spacy/tests/vocab_vectors/test_stringstore.py
689730947,test_vectors_most_similar,flaky,Multi-Factor,0,0.14,5,spaCy/spacy/tests/vocab_vectors/test_vectors.py
689730947,test_vectors_span_span_similarity,flaky,Multi-Factor,0,0.14,4,spaCy/spacy/tests/vocab_vectors/test_vectors.py
689730947,test_vectors_span_doc_similarity,flaky,Multi-Factor,0,0.14,4,spaCy/spacy/tests/vocab_vectors/test_vectors.py
689730947,test_vocab_add_vector,flaky,Multi-Factor,0,0.14,12,spaCy/spacy/tests/vocab_vectors/test_vectors.py
689708416,test_displacy_raises_for_wrong_type,flaky,Multi-Factor,0,0.17,2,spaCy/spacy/tests/test_displacy.py
689708416,test_add_codes,flaky,Multi-Factor,0,0.17,4,spaCy/spacy/tests/test_errors.py
689708416,test_gold_biluo_overlap,flaky,Multi-Factor,0,0.17,9,spaCy/spacy/tests/test_gold.py
689708416,test_gold_biluo_misalign,flaky,Multi-Factor,0,0.17,7,spaCy/spacy/tests/test_gold.py
689708416,test_iob_to_biluo,flaky,Multi-Factor,0,0.17,7,spaCy/spacy/tests/test_gold.py
689708416,test_language_pipe,flaky,Multi-Factor,0,0.36,5,spaCy/spacy/tests/test_language.py
689708416,test_add_overlapping_entities,flaky,Multi-Factor,0,0.17,7,spaCy/spacy/tests/doc/test_add_entities.py
689708416,test_doc_api_similarity_match,flaky,Multi-Factor,0,0.25,7,spaCy/spacy/tests/doc/test_doc_api.py
689708416,test_doc_retokenize_spans_merge_non_disjoint,flaky,Multi-Factor,0,0.17,12,spaCy/spacy/tests/doc/test_retokenize_merge.py
689708416,test_doc_retokenize_merge_extension_attrs_invalid,flaky,Multi-Factor,0,0.17,7,spaCy/spacy/tests/doc/test_retokenize_merge.py
689708416,test_doc_retokenize_split_heads_error,flaky,Multi-Factor,0,0.17,9,spaCy/spacy/tests/doc/test_retokenize_split.py
689708416,test_doc_retokenize_split_orths_mismatch,flaky,Multi-Factor,0,0.17,10,spaCy/spacy/tests/doc/test_retokenize_split.py
689708416,test_doc_retokenize_split_extension_attrs_invalid,flaky,Multi-Factor,0,0.17,9,spaCy/spacy/tests/doc/test_retokenize_split.py
689708416,test_span_similarity_match,flaky,Multi-Factor,0,0.25,7,spaCy/spacy/tests/doc/test_span.py
689708416,test_span_label_readonly,flaky,Multi-Factor,0,0.17,3,spaCy/spacy/tests/doc/test_span.py
689708416,test_span_kb_id_readonly,flaky,Multi-Factor,0,0.17,3,spaCy/spacy/tests/doc/test_span.py
689708416,test_doc_to_json_underscore_error_attr,flaky,Multi-Factor,0,0.17,4,spaCy/spacy/tests/doc/test_to_json.py
689708416,test_doc_to_json_underscore_error_serialize,flaky,Multi-Factor,0,0.20,5,spaCy/spacy/tests/doc/test_to_json.py
689708416,test_underscore_raises_for_dup,flaky,Multi-Factor,0,0.17,3,spaCy/spacy/tests/doc/test_underscore.py
689708416,test_underscore_raises_for_invalid,flaky,Multi-Factor,0,0.17,3,spaCy/spacy/tests/doc/test_underscore.py
689708416,test_lang_initialize,flaky,Multi-Factor,0,0.45,6,spaCy/spacy/tests/lang/test_initialize.py
689708416,test_noun_chunks_is_parsed_de,flaky,Multi-Factor,0,0.17,9,spaCy/spacy/tests/lang/de/test_noun_chunks.py
689708416,test_noun_chunks_is_parsed_el,flaky,Multi-Factor,0,0.17,9,spaCy/spacy/tests/lang/el/test_noun_chunks.py
689708416,test_noun_chunks_is_parsed,flaky,Multi-Factor,0,0.17,9,spaCy/spacy/tests/lang/en/test_noun_chunks.py
689708416,test_noun_chunks_is_parsed_es,flaky,Multi-Factor,0,0.17,9,spaCy/spacy/tests/lang/es/test_noun_chunks.py
689708416,test_noun_chunks_is_parsed_fa,flaky,Multi-Factor,0,0.17,9,spaCy/spacy/tests/lang/fa/test_noun_chunks.py
689708416,test_noun_chunks_is_parsed_fr,flaky,Multi-Factor,0,0.17,9,spaCy/spacy/tests/lang/fr/test_noun_chunks.py
689708416,test_noun_chunks_is_parsed_id,flaky,Multi-Factor,0,0.17,9,spaCy/spacy/tests/lang/id/test_noun_chunks.py
689708416,test_noun_chunks_is_parsed_nb,flaky,Multi-Factor,0,0.17,9,spaCy/spacy/tests/lang/nb/test_noun_chunks.py
689708416,test_matcher_basic_check,flaky,Multi-Factor,0,0.17,5,spaCy/spacy/tests/matcher/test_matcher_api.py
689708416,test_matcher_valid_callback,flaky,Multi-Factor,0,0.17,5,spaCy/spacy/tests/matcher/test_matcher_api.py
689708416,test_minimal_pattern_validation,flaky,Multi-Factor,0,0.17,6,spaCy/spacy/tests/matcher/test_pattern_validation.py
689708416,test_attr_validation,flaky,Multi-Factor,0,0.17,2,spaCy/spacy/tests/matcher/test_phrase_matcher.py
689708416,test_phrase_matcher_basic_check,flaky,Multi-Factor,0,0.17,5,spaCy/spacy/tests/matcher/test_phrase_matcher.py
689708416,test_analysis_validate_attrs_valid,flaky,Multi-Factor,0,0.17,6,spaCy/spacy/tests/pipeline/test_analysis.py
689708416,test_analysis_validate_attrs_invalid,flaky,Multi-Factor,0,0.17,2,spaCy/spacy/tests/pipeline/test_analysis.py
689708416,test_kb_invalid_entities,flaky,Multi-Factor,0,0.22,11,spaCy/spacy/tests/pipeline/test_entity_linker.py
689708416,test_kb_invalid_probabilities,flaky,Multi-Factor,0,0.22,9,spaCy/spacy/tests/pipeline/test_entity_linker.py
689708416,test_kb_invalid_combination,flaky,Multi-Factor,0,0.22,11,spaCy/spacy/tests/pipeline/test_entity_linker.py
689708416,test_kb_invalid_entity_vector,flaky,Multi-Factor,0,0.17,7,spaCy/spacy/tests/pipeline/test_entity_linker.py
689708416,test_append_invalid_alias,flaky,Multi-Factor,0,0.17,12,spaCy/spacy/tests/pipeline/test_entity_linker.py
689708416,test_entity_ruler_validate,flaky,Multi-Factor,0,0.17,12,spaCy/spacy/tests/pipeline/test_entity_ruler.py
689708416,test_add_pipe_duplicate_name,flaky,Multi-Factor,0,0.17,3,spaCy/spacy/tests/pipeline/test_pipe_methods.py
689708416,test_cant_add_pipe_first_and_last,flaky,Multi-Factor,0,0.17,2,spaCy/spacy/tests/pipeline/test_pipe_methods.py
689708416,test_get_pipe,flaky,Multi-Factor,0,0.17,4,spaCy/spacy/tests/pipeline/test_pipe_methods.py
689708416,test_rename_pipe,flaky,Multi-Factor,0,0.17,5,spaCy/spacy/tests/pipeline/test_pipe_methods.py
689708416,test_raise_for_invalid_components,flaky,Multi-Factor,0,0.17,2,spaCy/spacy/tests/pipeline/test_pipe_methods.py
689708416,test_label_types,flaky,Multi-Factor,0,0.17,5,spaCy/spacy/tests/pipeline/test_tagger.py
689708416,test_issue242,flaky,Multi-Factor,0,0.30,19,spaCy/spacy/tests/regression/test_issue1-1000.py
689708416,test_issue588,flaky,Multi-Factor,0,0.17,3,spaCy/spacy/tests/regression/test_issue1-1000.py
689708416,test_issue1915,flaky,Multi-Factor,0,0.22,6,spaCy/spacy/tests/regression/test_issue1501-2000.py
689708416,test_issue2564,flaky,Multi-Factor,0,0.36,11,spaCy/spacy/tests/regression/test_issue2501-3000.py
689708416,test_issue2833,flaky,Multi-Factor,0,0.17,6,spaCy/spacy/tests/regression/test_issue2501-3000.py
689708416,test_issue3410,flaky,Multi-Factor,0,0.25,12,spaCy/spacy/tests/regression/test_issue3001-3500.py
689708416,test_issue3456,flaky,Multi-Factor,0,0.33,5,spaCy/spacy/tests/regression/test_issue3001-3500.py
689708416,test_issue4348,flaky,Multi-Factor,1,0.33,12,spaCy/spacy/tests/regression/test_issue4348.py
689708416,test_issue4674,flaky,Multi-Factor,0,0.17,22,spaCy/spacy/tests/regression/test_issue4674.py
689708416,test_issue4903,flaky,Multi-Factor,0,0.20,10,spaCy/spacy/tests/regression/test_issue4903.py
689708416,test_serialize_doc_exclude,flaky,Multi-Factor,0,0.17,12,spaCy/spacy/tests/serialize/test_serialize_doc.py
689708416,test_pickle_vocab,flaky,Multi-Factor,0,0.40,5,spaCy/spacy/tests/serialize/test_serialize_vocab_strings.py
689708416,test_tokenizer_explain,flaky,Multi-Factor,0,0.17,6,spaCy/spacy/tests/tokenizer/test_explain.py
689708416,test_vectors_similarity_TD,flaky,Multi-Factor,0,0.17,4,spaCy/spacy/tests/vocab_vectors/test_similarity.py
689708416,test_vectors_similarity_TS,flaky,Multi-Factor,0,0.17,4,spaCy/spacy/tests/vocab_vectors/test_similarity.py
689708416,test_stringstore_retrieve_id,flaky,Multi-Factor,0,0.17,5,spaCy/spacy/tests/vocab_vectors/test_stringstore.py
689708416,test_vectors_most_similar,flaky,Multi-Factor,0,0.17,5,spaCy/spacy/tests/vocab_vectors/test_vectors.py
689708416,test_vectors_span_span_similarity,flaky,Multi-Factor,0,0.17,4,spaCy/spacy/tests/vocab_vectors/test_vectors.py
689708416,test_vectors_span_doc_similarity,flaky,Multi-Factor,0,0.17,4,spaCy/spacy/tests/vocab_vectors/test_vectors.py
689708416,test_vocab_add_vector,flaky,Multi-Factor,0,0.17,12,spaCy/spacy/tests/vocab_vectors/test_vectors.py
689700394,test_displacy_raises_for_wrong_type,flaky,Multi-Factor,0,0.20,2,spaCy/spacy/tests/test_displacy.py
689700394,test_add_codes,flaky,Multi-Factor,0,0.20,4,spaCy/spacy/tests/test_errors.py
689700394,test_gold_biluo_overlap,flaky,Multi-Factor,0,0.20,9,spaCy/spacy/tests/test_gold.py
689700394,test_gold_biluo_misalign,flaky,Multi-Factor,0,0.20,7,spaCy/spacy/tests/test_gold.py
689700394,test_iob_to_biluo,flaky,Multi-Factor,0,0.20,7,spaCy/spacy/tests/test_gold.py
689700394,test_language_pipe,flaky,Multi-Factor,0,0.40,5,spaCy/spacy/tests/test_language.py
689700394,test_add_overlapping_entities,flaky,Multi-Factor,0,0.20,7,spaCy/spacy/tests/doc/test_add_entities.py
689700394,test_doc_api_similarity_match,flaky,Multi-Factor,0,0.29,7,spaCy/spacy/tests/doc/test_doc_api.py
689700394,test_doc_retokenize_spans_merge_non_disjoint,flaky,Multi-Factor,0,0.20,12,spaCy/spacy/tests/doc/test_retokenize_merge.py
689700394,test_doc_retokenize_merge_extension_attrs_invalid,flaky,Multi-Factor,0,0.20,7,spaCy/spacy/tests/doc/test_retokenize_merge.py
689700394,test_doc_retokenize_split_heads_error,flaky,Multi-Factor,0,0.20,9,spaCy/spacy/tests/doc/test_retokenize_split.py
689700394,test_doc_retokenize_split_orths_mismatch,flaky,Multi-Factor,0,0.20,10,spaCy/spacy/tests/doc/test_retokenize_split.py
689700394,test_doc_retokenize_split_extension_attrs_invalid,flaky,Multi-Factor,0,0.20,9,spaCy/spacy/tests/doc/test_retokenize_split.py
689700394,test_span_similarity_match,flaky,Multi-Factor,0,0.29,7,spaCy/spacy/tests/doc/test_span.py
689700394,test_span_label_readonly,flaky,Multi-Factor,0,0.20,3,spaCy/spacy/tests/doc/test_span.py
689700394,test_span_kb_id_readonly,flaky,Multi-Factor,0,0.20,3,spaCy/spacy/tests/doc/test_span.py
689700394,test_doc_to_json_underscore_error_attr,flaky,Multi-Factor,0,0.20,4,spaCy/spacy/tests/doc/test_to_json.py
689700394,test_doc_to_json_underscore_error_serialize,flaky,Multi-Factor,0,0.22,5,spaCy/spacy/tests/doc/test_to_json.py
689700394,test_underscore_raises_for_dup,flaky,Multi-Factor,0,0.20,3,spaCy/spacy/tests/doc/test_underscore.py
689700394,test_underscore_raises_for_invalid,flaky,Multi-Factor,0,0.20,3,spaCy/spacy/tests/doc/test_underscore.py
689700394,test_lang_initialize,flaky,Multi-Factor,0,0.48,6,spaCy/spacy/tests/lang/test_initialize.py
689700394,test_noun_chunks_is_parsed_de,flaky,Multi-Factor,0,0.20,9,spaCy/spacy/tests/lang/de/test_noun_chunks.py
689700394,test_noun_chunks_is_parsed_el,flaky,Multi-Factor,0,0.20,9,spaCy/spacy/tests/lang/el/test_noun_chunks.py
689700394,test_noun_chunks_is_parsed,flaky,Multi-Factor,0,0.20,9,spaCy/spacy/tests/lang/en/test_noun_chunks.py
689700394,test_noun_chunks_is_parsed_es,flaky,Multi-Factor,0,0.20,9,spaCy/spacy/tests/lang/es/test_noun_chunks.py
689700394,test_noun_chunks_is_parsed_fa,flaky,Multi-Factor,0,0.20,9,spaCy/spacy/tests/lang/fa/test_noun_chunks.py
689700394,test_noun_chunks_is_parsed_fr,flaky,Multi-Factor,0,0.20,9,spaCy/spacy/tests/lang/fr/test_noun_chunks.py
689700394,test_noun_chunks_is_parsed_id,flaky,Multi-Factor,0,0.20,9,spaCy/spacy/tests/lang/id/test_noun_chunks.py
689700394,test_noun_chunks_is_parsed_nb,flaky,Multi-Factor,0,0.20,9,spaCy/spacy/tests/lang/nb/test_noun_chunks.py
689700394,test_matcher_basic_check,flaky,Multi-Factor,0,0.20,5,spaCy/spacy/tests/matcher/test_matcher_api.py
689700394,test_matcher_valid_callback,flaky,Multi-Factor,0,0.20,5,spaCy/spacy/tests/matcher/test_matcher_api.py
689700394,test_minimal_pattern_validation,flaky,Multi-Factor,0,0.20,6,spaCy/spacy/tests/matcher/test_pattern_validation.py
689700394,test_attr_validation,flaky,Multi-Factor,0,0.20,2,spaCy/spacy/tests/matcher/test_phrase_matcher.py
689700394,test_phrase_matcher_basic_check,flaky,Multi-Factor,0,0.20,5,spaCy/spacy/tests/matcher/test_phrase_matcher.py
689700394,test_analysis_validate_attrs_valid,flaky,Multi-Factor,0,0.20,6,spaCy/spacy/tests/pipeline/test_analysis.py
689700394,test_analysis_validate_attrs_invalid,flaky,Multi-Factor,0,0.20,2,spaCy/spacy/tests/pipeline/test_analysis.py
689700394,test_kb_invalid_entities,flaky,Multi-Factor,0,0.25,11,spaCy/spacy/tests/pipeline/test_entity_linker.py
689700394,test_kb_invalid_probabilities,flaky,Multi-Factor,0,0.25,9,spaCy/spacy/tests/pipeline/test_entity_linker.py
689700394,test_kb_invalid_combination,flaky,Multi-Factor,0,0.25,11,spaCy/spacy/tests/pipeline/test_entity_linker.py
689700394,test_kb_invalid_entity_vector,flaky,Multi-Factor,0,0.20,7,spaCy/spacy/tests/pipeline/test_entity_linker.py
689700394,test_append_invalid_alias,flaky,Multi-Factor,0,0.20,12,spaCy/spacy/tests/pipeline/test_entity_linker.py
689700394,test_entity_ruler_validate,flaky,Multi-Factor,0,0.20,12,spaCy/spacy/tests/pipeline/test_entity_ruler.py
689700394,test_add_pipe_duplicate_name,flaky,Multi-Factor,0,0.20,3,spaCy/spacy/tests/pipeline/test_pipe_methods.py
689700394,test_cant_add_pipe_first_and_last,flaky,Multi-Factor,0,0.20,2,spaCy/spacy/tests/pipeline/test_pipe_methods.py
689700394,test_get_pipe,flaky,Multi-Factor,0,0.20,4,spaCy/spacy/tests/pipeline/test_pipe_methods.py
689700394,test_rename_pipe,flaky,Multi-Factor,0,0.20,5,spaCy/spacy/tests/pipeline/test_pipe_methods.py
689700394,test_raise_for_invalid_components,flaky,Multi-Factor,0,0.20,2,spaCy/spacy/tests/pipeline/test_pipe_methods.py
689700394,test_label_types,flaky,Multi-Factor,0,0.20,5,spaCy/spacy/tests/pipeline/test_tagger.py
689700394,test_issue242,flaky,Multi-Factor,0,0.33,19,spaCy/spacy/tests/regression/test_issue1-1000.py
689700394,test_issue588,flaky,Multi-Factor,0,0.20,3,spaCy/spacy/tests/regression/test_issue1-1000.py
689700394,test_issue1915,flaky,Multi-Factor,0,0.24,6,spaCy/spacy/tests/regression/test_issue1501-2000.py
689700394,test_issue2564,flaky,Multi-Factor,0,0.40,11,spaCy/spacy/tests/regression/test_issue2501-3000.py
689700394,test_issue2833,flaky,Multi-Factor,0,0.20,6,spaCy/spacy/tests/regression/test_issue2501-3000.py
689700394,test_issue3410,flaky,Multi-Factor,0,0.29,12,spaCy/spacy/tests/regression/test_issue3001-3500.py
689700394,test_issue3456,flaky,Multi-Factor,0,0.38,5,spaCy/spacy/tests/regression/test_issue3001-3500.py
689700394,test_issue4674,flaky,Multi-Factor,0,0.20,22,spaCy/spacy/tests/regression/test_issue4674.py
689700394,test_issue4903,flaky,Multi-Factor,0,0.22,10,spaCy/spacy/tests/regression/test_issue4903.py
689700394,test_serialize_doc_exclude,flaky,Multi-Factor,0,0.20,12,spaCy/spacy/tests/serialize/test_serialize_doc.py
689700394,test_pickle_vocab,flaky,Multi-Factor,0,0.44,5,spaCy/spacy/tests/serialize/test_serialize_vocab_strings.py
689700394,test_tokenizer_explain,flaky,Multi-Factor,0,0.20,6,spaCy/spacy/tests/tokenizer/test_explain.py
689700394,test_vectors_similarity_TD,flaky,Multi-Factor,0,0.20,4,spaCy/spacy/tests/vocab_vectors/test_similarity.py
689700394,test_vectors_similarity_TS,flaky,Multi-Factor,0,0.20,4,spaCy/spacy/tests/vocab_vectors/test_similarity.py
689700394,test_stringstore_retrieve_id,flaky,Multi-Factor,0,0.20,5,spaCy/spacy/tests/vocab_vectors/test_stringstore.py
689700394,test_vectors_most_similar,flaky,Multi-Factor,0,0.20,5,spaCy/spacy/tests/vocab_vectors/test_vectors.py
689700394,test_vectors_span_span_similarity,flaky,Multi-Factor,0,0.20,4,spaCy/spacy/tests/vocab_vectors/test_vectors.py
689700394,test_vectors_span_doc_similarity,flaky,Multi-Factor,0,0.20,4,spaCy/spacy/tests/vocab_vectors/test_vectors.py
689700394,test_vocab_add_vector,flaky,Multi-Factor,0,0.20,12,spaCy/spacy/tests/vocab_vectors/test_vectors.py
689693109,test_displacy_raises_for_wrong_type,flaky,Multi-Factor,0,0.25,2,spaCy/spacy/tests/test_displacy.py
689693109,test_add_codes,flaky,Multi-Factor,0,0.25,4,spaCy/spacy/tests/test_errors.py
689693109,test_gold_biluo_overlap,flaky,Multi-Factor,0,0.25,9,spaCy/spacy/tests/test_gold.py
689693109,test_gold_biluo_misalign,flaky,Multi-Factor,0,0.25,7,spaCy/spacy/tests/test_gold.py
689693109,test_iob_to_biluo,flaky,Multi-Factor,0,0.25,7,spaCy/spacy/tests/test_gold.py
689693109,test_language_pipe,flaky,Multi-Factor,0,0.44,5,spaCy/spacy/tests/test_language.py
689693109,test_add_overlapping_entities,flaky,Multi-Factor,0,0.25,7,spaCy/spacy/tests/doc/test_add_entities.py
689693109,test_doc_api_similarity_match,flaky,Multi-Factor,0,0.33,7,spaCy/spacy/tests/doc/test_doc_api.py
689693109,test_doc_retokenize_spans_merge_non_disjoint,flaky,Multi-Factor,0,0.25,12,spaCy/spacy/tests/doc/test_retokenize_merge.py
689693109,test_doc_retokenize_merge_extension_attrs_invalid,flaky,Multi-Factor,0,0.25,7,spaCy/spacy/tests/doc/test_retokenize_merge.py
689693109,test_doc_retokenize_split_heads_error,flaky,Multi-Factor,0,0.25,9,spaCy/spacy/tests/doc/test_retokenize_split.py
689693109,test_doc_retokenize_split_orths_mismatch,flaky,Multi-Factor,0,0.25,10,spaCy/spacy/tests/doc/test_retokenize_split.py
689693109,test_doc_retokenize_split_extension_attrs_invalid,flaky,Multi-Factor,0,0.25,9,spaCy/spacy/tests/doc/test_retokenize_split.py
689693109,test_span_similarity_match,flaky,Multi-Factor,0,0.33,7,spaCy/spacy/tests/doc/test_span.py
689693109,test_span_label_readonly,flaky,Multi-Factor,0,0.25,3,spaCy/spacy/tests/doc/test_span.py
689693109,test_span_kb_id_readonly,flaky,Multi-Factor,0,0.25,3,spaCy/spacy/tests/doc/test_span.py
689693109,test_doc_to_json_underscore_error_attr,flaky,Multi-Factor,0,0.25,4,spaCy/spacy/tests/doc/test_to_json.py
689693109,test_doc_to_json_underscore_error_serialize,flaky,Multi-Factor,0,0.25,5,spaCy/spacy/tests/doc/test_to_json.py
689693109,test_underscore_raises_for_dup,flaky,Multi-Factor,0,0.25,3,spaCy/spacy/tests/doc/test_underscore.py
689693109,test_underscore_raises_for_invalid,flaky,Multi-Factor,0,0.25,3,spaCy/spacy/tests/doc/test_underscore.py
689693109,test_lang_initialize,flaky,Multi-Factor,0,0.50,6,spaCy/spacy/tests/lang/test_initialize.py
689693109,test_noun_chunks_is_parsed_de,flaky,Multi-Factor,0,0.25,9,spaCy/spacy/tests/lang/de/test_noun_chunks.py
689693109,test_noun_chunks_is_parsed_el,flaky,Multi-Factor,0,0.25,9,spaCy/spacy/tests/lang/el/test_noun_chunks.py
689693109,test_noun_chunks_is_parsed,flaky,Multi-Factor,0,0.25,9,spaCy/spacy/tests/lang/en/test_noun_chunks.py
689693109,test_noun_chunks_is_parsed_es,flaky,Multi-Factor,0,0.25,9,spaCy/spacy/tests/lang/es/test_noun_chunks.py
689693109,test_noun_chunks_is_parsed_fa,flaky,Multi-Factor,0,0.25,9,spaCy/spacy/tests/lang/fa/test_noun_chunks.py
689693109,test_noun_chunks_is_parsed_fr,flaky,Multi-Factor,0,0.25,9,spaCy/spacy/tests/lang/fr/test_noun_chunks.py
689693109,test_noun_chunks_is_parsed_id,flaky,Multi-Factor,0,0.25,9,spaCy/spacy/tests/lang/id/test_noun_chunks.py
689693109,test_noun_chunks_is_parsed_nb,flaky,Multi-Factor,0,0.25,9,spaCy/spacy/tests/lang/nb/test_noun_chunks.py
689693109,test_matcher_basic_check,flaky,Multi-Factor,0,0.25,5,spaCy/spacy/tests/matcher/test_matcher_api.py
689693109,test_matcher_valid_callback,flaky,Multi-Factor,0,0.25,5,spaCy/spacy/tests/matcher/test_matcher_api.py
689693109,test_minimal_pattern_validation,flaky,Multi-Factor,0,0.25,6,spaCy/spacy/tests/matcher/test_pattern_validation.py
689693109,test_attr_validation,flaky,Multi-Factor,0,0.25,2,spaCy/spacy/tests/matcher/test_phrase_matcher.py
689693109,test_phrase_matcher_basic_check,flaky,Multi-Factor,0,0.25,5,spaCy/spacy/tests/matcher/test_phrase_matcher.py
689693109,test_analysis_validate_attrs_valid,flaky,Multi-Factor,0,0.25,6,spaCy/spacy/tests/pipeline/test_analysis.py
689693109,test_analysis_validate_attrs_invalid,flaky,Multi-Factor,0,0.25,2,spaCy/spacy/tests/pipeline/test_analysis.py
689693109,test_kb_invalid_entities,flaky,Multi-Factor,0,0.29,11,spaCy/spacy/tests/pipeline/test_entity_linker.py
689693109,test_kb_invalid_probabilities,flaky,Multi-Factor,0,0.29,9,spaCy/spacy/tests/pipeline/test_entity_linker.py
689693109,test_kb_invalid_combination,flaky,Multi-Factor,0,0.29,11,spaCy/spacy/tests/pipeline/test_entity_linker.py
689693109,test_kb_invalid_entity_vector,flaky,Multi-Factor,0,0.25,7,spaCy/spacy/tests/pipeline/test_entity_linker.py
689693109,test_append_invalid_alias,flaky,Multi-Factor,0,0.25,12,spaCy/spacy/tests/pipeline/test_entity_linker.py
689693109,test_entity_ruler_validate,flaky,Multi-Factor,0,0.25,12,spaCy/spacy/tests/pipeline/test_entity_ruler.py
689693109,test_add_pipe_duplicate_name,flaky,Multi-Factor,0,0.25,3,spaCy/spacy/tests/pipeline/test_pipe_methods.py
689693109,test_cant_add_pipe_first_and_last,flaky,Multi-Factor,0,0.25,2,spaCy/spacy/tests/pipeline/test_pipe_methods.py
689693109,test_get_pipe,flaky,Multi-Factor,0,0.25,4,spaCy/spacy/tests/pipeline/test_pipe_methods.py
689693109,test_rename_pipe,flaky,Multi-Factor,0,0.25,5,spaCy/spacy/tests/pipeline/test_pipe_methods.py
689693109,test_raise_for_invalid_components,flaky,Multi-Factor,0,0.25,2,spaCy/spacy/tests/pipeline/test_pipe_methods.py
689693109,test_label_types,flaky,Multi-Factor,0,0.25,5,spaCy/spacy/tests/pipeline/test_tagger.py
689693109,test_issue242,flaky,Multi-Factor,0,0.38,19,spaCy/spacy/tests/regression/test_issue1-1000.py
689693109,test_issue588,flaky,Multi-Factor,0,0.25,3,spaCy/spacy/tests/regression/test_issue1-1000.py
689693109,test_issue1915,flaky,Multi-Factor,0,0.25,6,spaCy/spacy/tests/regression/test_issue1501-2000.py
689693109,test_issue2564,flaky,Multi-Factor,0,0.44,11,spaCy/spacy/tests/regression/test_issue2501-3000.py
689693109,test_issue2833,flaky,Multi-Factor,0,0.25,6,spaCy/spacy/tests/regression/test_issue2501-3000.py
689693109,test_issue3410,flaky,Multi-Factor,0,0.33,12,spaCy/spacy/tests/regression/test_issue3001-3500.py
689693109,test_issue3456,flaky,Multi-Factor,0,0.43,5,spaCy/spacy/tests/regression/test_issue3001-3500.py
689693109,test_issue4348,flaky,Multi-Factor,1,0.43,12,spaCy/spacy/tests/regression/test_issue4348.py
689693109,test_issue4674,flaky,Multi-Factor,0,0.25,22,spaCy/spacy/tests/regression/test_issue4674.py
689693109,test_issue4903,flaky,Multi-Factor,0,0.25,10,spaCy/spacy/tests/regression/test_issue4903.py
689693109,test_serialize_doc_exclude,flaky,Multi-Factor,0,0.25,12,spaCy/spacy/tests/serialize/test_serialize_doc.py
689693109,test_pickle_vocab,flaky,Multi-Factor,0,0.50,5,spaCy/spacy/tests/serialize/test_serialize_vocab_strings.py
689693109,test_tokenizer_explain,flaky,Multi-Factor,0,0.25,6,spaCy/spacy/tests/tokenizer/test_explain.py
689693109,test_vectors_similarity_TD,flaky,Multi-Factor,0,0.25,4,spaCy/spacy/tests/vocab_vectors/test_similarity.py
689693109,test_vectors_similarity_TS,flaky,Multi-Factor,0,0.25,4,spaCy/spacy/tests/vocab_vectors/test_similarity.py
689693109,test_stringstore_retrieve_id,flaky,Multi-Factor,0,0.25,5,spaCy/spacy/tests/vocab_vectors/test_stringstore.py
689693109,test_vectors_most_similar,flaky,Multi-Factor,0,0.25,5,spaCy/spacy/tests/vocab_vectors/test_vectors.py
689693109,test_vectors_span_span_similarity,flaky,Multi-Factor,0,0.25,4,spaCy/spacy/tests/vocab_vectors/test_vectors.py
689693109,test_vectors_span_doc_similarity,flaky,Multi-Factor,0,0.25,4,spaCy/spacy/tests/vocab_vectors/test_vectors.py
689693109,test_vocab_add_vector,flaky,Multi-Factor,0,0.25,12,spaCy/spacy/tests/vocab_vectors/test_vectors.py
628155414,test_evaluate_no_pipe,flaky,Multi-Factor,0,0.20,9,spaCy/spacy/tests/test_language.py
605499678,test_tok2vec_batch_sizes,flaky,Multi-Factor,0,0.25,6,spaCy/spacy/tests/test_tok2vec.py
605499678,test_tok2vec_configs,flaky,Multi-Factor,0,0.25,6,spaCy/spacy/tests/test_tok2vec.py
603638220,test_align,flaky,Multi-Factor,0,0.25,5,spaCy/spacy/tests/test_gold.py
602333332,test_component_decorator_function,flaky,Multi-Factor,0,0.25,8,spaCy/spacy/tests/pipeline/test_analysis.py
